aac-	aacA16.NG_052380.1	aac_6___Iaf.NG_047278.1	aac_6___Ip.NG_047307.2	aac_6___Iq.NG_047308.1
aac-_1	aacA57_2.NG_052083.1	aac_6___Ian.NG_047282.1	aac_6___Ian.NG_052170.1
aac-_2	aacA32.NG_052208.1	aac_6___32.NG_047266.1
aac-_3	aacA8.NG_052107.1	aac_6___31.NG_047265.1	aac_6___31.NG_052210.1	aac_6___31.NG_052214.1
aacA10	aacA10.NG_052119.1
blaTEM_-	blaTEM_1.NG_050145.1	blaTEM_10.NG_050146.1	blaTEM_101.NG_050147.1	blaTEM_102.NG_050148.1	blaTEM_103.NG_071225.1	blaTEM_104.NG_050149.1	blaTEM_105.NG_050150.1	blaTEM_106.NG_050151.1	blaTEM_107.NG_050152.1	blaTEM_108.NG_050153.1	blaTEM_109.NG_050154.1	blaTEM_11.NG_050155.1	blaTEM_110.NG_050156.1	blaTEM_111.NG_050157.1	blaTEM_112.NG_050158.1	blaTEM_113.NG_050159.1	blaTEM_114.NG_050160.1	blaTEM_115.NG_050161.1	blaTEM_116.NG_050162.1	blaTEM_12.NG_050163.1	blaTEM_120.NG_050164.1	blaTEM_121.NG_050165.1	blaTEM_122.NG_050166.1	blaTEM_123.NG_050167.1	blaTEM_124.NG_050168.1	blaTEM_125.NG_050169.1	blaTEM_126.NG_050170.1	blaTEM_127.NG_050171.1	blaTEM_128.NG_050172.1	blaTEM_129.NG_050173.1	blaTEM_130.NG_050174.1	blaTEM_131.NG_050175.1	blaTEM_132.NG_050176.1	blaTEM_133.NG_050177.1	blaTEM_134.NG_050178.1	blaTEM_135.NG_050179.1	blaTEM_136.NG_050180.1	blaTEM_137.NG_050181.1	blaTEM_138.NG_050182.1	blaTEM_139.NG_050183.1	blaTEM_141.NG_050184.1	blaTEM_142.NG_050185.1	blaTEM_143.NG_050186.1	blaTEM_144.NG_050187.1	blaTEM_145.NG_050188.1	blaTEM_146.NG_050189.1	blaTEM_147.NG_050190.1	blaTEM_148.NG_050191.1	blaTEM_149.NG_050192.1	blaTEM_15.NG_050193.1	blaTEM_150.NG_050194.1	blaTEM_151.NG_050195.1	blaTEM_152.NG_050196.1	blaTEM_153.NG_050197.1	blaTEM_154.NG_050198.1	blaTEM_155.NG_050199.1	blaTEM_156.NG_050200.1	blaTEM_157.NG_050201.1	blaTEM_158.NG_050202.1	blaTEM_159.NG_050203.1	blaTEM_16.NG_050204.1	blaTEM_160.NG_050205.1	blaTEM_162.NG_050206.1	blaTEM_163.NG_050207.1	blaTEM_164.NG_050208.1	blaTEM_166.NG_050209.1	blaTEM_167.NG_050210.1	blaTEM_168.NG_050211.1	blaTEM_169.NG_050212.1	blaTEM_17.NG_050213.1	blaTEM_171.NG_050214.1	blaTEM_176.NG_050215.1	blaTEM_177.NG_050216.1	blaTEM_178.NG_050217.1	blaTEM_181.NG_050218.1	blaTEM_182.NG_050219.1	blaTEM_183.NG_050220.1	blaTEM_184.NG_050221.1	blaTEM_185.NG_050222.1	blaTEM_186.NG_050223.1	blaTEM_187.NG_050224.1	blaTEM_188.NG_050225.1	blaTEM_189.NG_050226.1	blaTEM_19.NG_050227.1	blaTEM_190.NG_050228.1	blaTEM_191.NG_052865.1	blaTEM_193.NG_050229.1	blaTEM_194.NG_050230.1	blaTEM_195.NG_050231.1	blaTEM_196.NG_055646.1	blaTEM_197.NG_050232.1	blaTEM_198.NG_050233.1	blaTEM_2.NG_050234.1	blaTEM_20.NG_050235.2	blaTEM_201.NG_050236.1	blaTEM_205.NG_050237.1	blaTEM_206.NG_050238.1	blaTEM_207.NG_050239.1	blaTEM_208.NG_050240.1	blaTEM_209.NG_050241.1	blaTEM_21.NG_050242.2	blaTEM_210.NG_050243.1	blaTEM_211.NG_050244.1	blaTEM_212.NG_050245.1	blaTEM_213.NG_051939.1	blaTEM_214.NG_050247.1	blaTEM_215.NG_050248.1	blaTEM_216.NG_050249.1	blaTEM_217.NG_050250.1	blaTEM_219.NG_050251.1	blaTEM_22.NG_050252.1	blaTEM_220.NG_050253.1	blaTEM_224.NG_050254.1	blaTEM_225.NG_052651.1	blaTEM_226.NG_054684.1	blaTEM_227.NG_054696.1	blaTEM_228.NG_068038.1	blaTEM_229.NG_056416.1	blaTEM_230.NG_056417.1	blaTEM_231.NG_056418.1	blaTEM_232.NG_057472.1	blaTEM_233.NG_057581.1	blaTEM_234.NG_057609.1	blaTEM_235.NG_059898.1	blaTEM_236.NG_061611.1	blaTEM_237.NG_062250.1	blaTEM_238.NG_067163.1	blaTEM_24.NG_050255.1	blaTEM_240.NG_066544.1	blaTEM_241.NG_065938.1	blaTEM_242.NG_065939.1	blaTEM_243.NG_071226.1	blaTEM_26.NG_050256.1	blaTEM_28.NG_050257.1	blaTEM_29.NG_050258.1	blaTEM_3.NG_050259.1	blaTEM_30.NG_050260.1	blaTEM_31.NG_068213.1	blaTEM_32.NG_050261.1	blaTEM_33.NG_050262.1	blaTEM_34.NG_050263.1	blaTEM_35.NG_050264.1	blaTEM_36.NG_052650.1	blaTEM_37.NG_068214.1	blaTEM_39.NG_065940.1	blaTEM_4.NG_050265.1	blaTEM_40.NG_050266.1	blaTEM_43.NG_050267.1	blaTEM_45.NG_050268.1	blaTEM_47.NG_050269.1	blaTEM_48.NG_050270.1	blaTEM_49.NG_050271.1	blaTEM_5.NG_068215.1	blaTEM_52.NG_050272.1	blaTEM_53.NG_050273.1	blaTEM_54.NG_050274.1	blaTEM_55.NG_050275.1	blaTEM_57.NG_050276.1	blaTEM_6.NG_050277.1	blaTEM_60.NG_050278.1	blaTEM_63.NG_050279.1	blaTEM_67.NG_050280.1	blaTEM_68.NG_050281.1	blaTEM_7.NG_068216.1	blaTEM_70.NG_050282.1	blaTEM_71.NG_050283.1	blaTEM_72.NG_050284.1	blaTEM_76.NG_050285.1	blaTEM_77.NG_050286.1	blaTEM_78.NG_050287.1	blaTEM_79.NG_050288.1	blaTEM_8.NG_050289.1	blaTEM_80.NG_050290.1	blaTEM_81.NG_050291.1	blaTEM_82.NG_050292.1	blaTEM_83.NG_050293.1	blaTEM_84.NG_050294.1	blaTEM_85.NG_050295.1	blaTEM_86.NG_050296.1	blaTEM_87.NG_050297.1	blaTEM_88.NG_050298.1	blaTEM_9.NG_056168.1	blaTEM_90.NG_050299.1	blaTEM_91.NG_050300.1	blaTEM_92.NG_050301.1	blaTEM_93.NG_050302.1	blaTEM_94.NG_050303.1	blaTEM_95.NG_050304.1	blaTEM_96.NG_050305.1	blaTEM_97.NG_050306.1	blaTEM_98.NG_050307.1	blaTEM_99.NG_050308.1
blaTER_-	blaTER_1.NG_050309.1	blaTER_2.NG_050310.1
blaTHIN_B	blaTHIN_B.NG_047549.1
blaTLA_-	blaTLA_1.NG_050311.1	blaTLA_3.NG_050312.1
blaTLA_2	blaTLA_2.NG_055641.1
blaTMB_-	blaTMB_1.NG_050313.1	blaTMB_2.NG_050314.1
blaTRU_1	blaTRU_1.NG_047550.1
blaTTU_1	blaTTU_1.NG_059314.1
blaTUS_1	blaTUS_1.NG_050315.1
blaVCC_1	blaVCC_1.NG_050316.1
blaVEB_-	blaVEB_1.NG_050317.1	blaVEB_10.NG_050318.1	blaVEB_11.NG_050319.1	blaVEB_12.NG_050320.1	blaVEB_13.NG_050321.1	blaVEB_14.NG_050322.1	blaVEB_15.NG_050323.1	blaVEB_16.NG_050324.1	blaVEB_17.NG_050325.1	blaVEB_18.NG_051319.1	blaVEB_19.NG_055500.1	blaVEB_2.NG_050326.1	blaVEB_20.NG_063894.1	blaVEB_21.NG_063895.1	blaVEB_22.NG_065941.1	blaVEB_23.NG_067164.1	blaVEB_24.NG_067165.1	blaVEB_25.NG_067227.1	blaVEB_26.NG_070222.1	blaVEB_27.NG_070755.1	blaVEB_3.NG_050327.1	blaVEB_4.NG_050328.1	blaVEB_5.NG_050329.1	blaVEB_6.NG_050330.1	blaVEB_7.NG_050331.1	blaVEB_8.NG_050332.1	blaVEB_9.NG_050333.1
blaVH-	blaVHH_1.NG_050334.1	blaVHW_1.NG_050335.1
blaVIM_-	blaVIM_1.NG_050336.1	blaVIM_10.NG_050337.1	blaVIM_11.NG_050338.1	blaVIM_12.NG_050339.1	blaVIM_13.NG_050340.1	blaVIM_14.NG_050341.1	blaVIM_15.NG_050342.1	blaVIM_16.NG_050343.1	blaVIM_17.NG_050344.1	blaVIM_18.NG_050345.1	blaVIM_19.NG_050346.1	blaVIM_2.NG_050347.1	blaVIM_20.NG_050348.1	blaVIM_23.NG_050349.1	blaVIM_24.NG_050350.1	blaVIM_25.NG_050351.1	blaVIM_26.NG_050352.1	blaVIM_27.NG_050353.1	blaVIM_28.NG_050354.1	blaVIM_29.NG_050355.1	blaVIM_3.NG_050356.1	blaVIM_30.NG_050357.1	blaVIM_31.NG_050358.1	blaVIM_32.NG_050359.1	blaVIM_33.NG_050360.1	blaVIM_34.NG_050361.1	blaVIM_35.NG_050362.1	blaVIM_36.NG_050363.1	blaVIM_37.NG_050364.1	blaVIM_38.NG_050365.1	blaVIM_39.NG_050366.1	blaVIM_4.NG_050367.1	blaVIM_40.NG_050368.1	blaVIM_41.NG_050369.1	blaVIM_42.NG_050370.1	blaVIM_43.NG_050371.1	blaVIM_44.NG_050372.1	blaVIM_45.NG_050373.1	blaVIM_46.NG_050374.1	blaVIM_47.NG_050375.1	blaVIM_48.NG_064783.1	blaVIM_49.NG_050376.1	blaVIM_5.NG_050377.1	blaVIM_50.NG_050378.1	blaVIM_51.NG_050379.1	blaVIM_52.NG_055489.1	blaVIM_53.NG_062231.1	blaVIM_54.NG_052864.1	blaVIM_55.NG_064784.1	blaVIM_56.NG_056405.1	blaVIM_57.NG_060572.1	blaVIM_58.NG_060588.1	blaVIM_59.NG_061412.1	blaVIM_6.NG_050380.1	blaVIM_60.NG_061404.1	blaVIM_62.NG_063896.1	blaVIM_63.NG_064785.1	blaVIM_64.NG_065447.1	blaVIM_65.NG_065448.1	blaVIM_66.NG_064786.1	blaVIM_67.NG_065942.1	blaVIM_68.NG_065943.1	blaVIM_70.NG_068039.1	blaVIM_71.NG_070223.1	blaVIM_72.NG_070756.1	blaVIM_73.NG_070757.1	blaVIM_8.NG_050382.1	blaVIM_9.NG_050383.1
blaVIM_-_1	blaVIM_61.NG_062359.1	blaVIM_69.NG_067166.1	blaVIM_7.NG_050381.1
blaVMB_1	blaVMB_1.NG_070758.1
blaYEM_1	blaYEM_1.NG_070759.1
blaYRC_1	blaYRC_1.NG_068225.1
blaZ	blaZ.NG_047535.1	blaZ.NG_047552.1
blaZOG_1	blaZOG_1.NG_057434.1
bla_1	bla.NG_047486.1
bla_2	bla.NG_047482.1	bla.NG_055637.1
bla_3	bla.NG_047483.1
ble	ble.NG_047555.1
bleO	bleO.NG_047557.1
ble_1	ble.NG_047553.1	ble.NG_047554.1
ble_2	ble.NG_047559.1
ble_Sh	ble_Sh.NG_047556.1
blmA	blmA.NG_052580.1
blmB	blmB.NG_047560.1
car_A_	car_A_.NG_047561.1
cat-	catA.NG_047564.1	catA.NG_047576.1	catA.NG_047577.1	catA.NG_047580.1	cat_TC.NG_047562.1
cat-_1	catD.NG_047622.1	catP.NG_047623.1
cat86	cat86.NG_047563.1
catA	catA.NG_047581.1
catA1	catA1.NG_047582.1	catA1.NG_047584.1	catA1.NG_047585.1	catA1.NG_047586.1	catA1.NG_047587.1	catA1.NG_051704.1
catA13	catA13.NG_047588.1	catA13.NG_055993.2
catA15	catA15.NG_047589.1
catA16	catA16.NG_047590.1	catA16.NG_047591.1
catA2	catA2.NG_047592.1	catA2.NG_047595.1	catA2.NG_047596.1
catA2_1	catA2.NG_047593.1	catA2.NG_047594.1
catA3	catA3.NG_047597.1	catA3.NG_052661.1
catA_1	catA.NG_047570.1	catA.NG_047571.1	catA.NG_047574.1	catA.NG_047578.1	catA.NG_047579.1
catA_2	catA.NG_047569.1
catA_3	catA.NG_047573.1
catA_4	catA.NG_047565.1	catA.NG_047566.1	catA.NG_047567.1	catA.NG_047568.1	catA.NG_047572.1	catA.NG_047575.1
catA_5	catA.NG_060532.1
catB	catB.NG_047599.1
catB-	catB3.NG_052180.1	catB8.NG_047615.1	catB8.NG_047616.1	catB8.NG_047617.1	catB8.NG_047618.1	catB8.NG_047619.1	catB8.NG_047620.1	catB8.NG_052093.1	catB8.NG_052331.1	catB8.NG_052738.1	catB8.NG_060511.1	catB8_aac_6___Ib_.NG_052052.1
catB1	catB1.NG_047600.1
catB10	catB10.NG_047601.1	catB10.NG_052134.1
catB11	catB11.NG_050948.1
catB2	catB2.NG_047602.1	catB2.NG_047603.1
catB3	catB3.NG_047604.1	catB3.NG_047605.1	catB3.NG_047606.1	catB3.NG_047607.1	catB3.NG_047608.1	catB3.NG_047609.1	catB3.NG_047610.1	catB3.NG_047611.1	catB3.NG_047612.1	catB3.NG_052381.1	catB3.NG_052444.1	catB3.NG_052455.1	catB3.NG_052485.1	catB3.NG_052507.1
catB6	catB6.NG_047613.1
catB7	catB7.NG_047614.1
catB9	catB9.NG_047621.1
catU	catU.NG_055655.1
catV	catV.NG_063820.1
cblA	cblA.NG_047624.1
cepA-	cepA.NG_047625.1	cepA.NG_047626.1	cepA.NG_047627.1	cepA_29.NG_050385.1	cepA_44.NG_050386.1	cepA_49.NG_050387.1
cepH	cepH.NG_047628.1
cepS	cepS.NG_047629.1
cfiA-	cfiA10.NG_050388.1	cfiA11.NG_047630.1	cfiA13.NG_050389.1	cfiA14.NG_050390.1	cfiA17.NG_054674.1	cfiA18.NG_054673.1	cfiA19.NG_054664.1	cfiA2.NG_050391.1	cfiA21.NG_054675.1	cfiA22.NG_054668.1	cfiA23.NG_054669.1	cfiA24.NG_054670.1	cfiA26.NG_071227.1	cfiA27.NG_071228.1	cfiA28.NG_071229.1	cfiA4.NG_050392.1	cfiA8.NG_050393.1	cfiA9.NG_050394.1
cfr	cfr.NG_047631.1	cfr.NG_047632.1
cfr_1	cfr.NG_055643.1
cfr_B_	cfr_B_.NG_050395.1	cfr_B_.NG_060578.1	cfr_B_.NG_065840.1
cfr_C_	cfr_C_.NG_060579.1
cfr_D_	cfr_D_.NG_067192.1
cfr_E_	cfr_E_.NG_070225.1
cfxA-	cfxA.NG_047633.1	cfxA.NG_047634.1	cfxA.NG_047635.1	cfxA.NG_047636.1	cfxA.NG_047637.1	cfxA.NG_047638.1	cfxA2.NG_047639.1	cfxA2.NG_047640.1	cfxA3.NG_047641.1	cfxA4.NG_047642.1	cfxA5.NG_047643.1
cfxA6	cfxA6.NG_064793.1
chrB	chrB.NG_047645.1
cipA	cipA.NG_055645.1
clbA	clbA.NG_062350.1
clbB	clbB.NG_062348.1
clbC	clbC.NG_062349.1
cml	cml.NG_070887.1
cmlA-	cmlA.NG_052155.1	cmlA.NG_052326.1	cmlA1.NG_047646.1	cmlA1.NG_047647.1	cmlA1.NG_047648.1	cmlA10.NG_047649.1	cmlA4.NG_047650.1	cmlA4.NG_047651.1	cmlA4.NG_047652.1	cmlA5.NG_047653.1	cmlA5.NG_051436.1	cmlA6.NG_047655.1	cmlA8.NG_051879.1
cmlB	cmlB.NG_047657.1
cmlB1	cmlB1.NG_047658.1
cmlR	cmlR.NG_047659.1
cmlV	cmlV.NG_047660.1
cml_1	cml.NG_070889.1
cml_2	cml.NG_070888.1
cmrA	cmrA.NG_047661.1
cmrA_1	cmrA.NG_047662.1
cmx	cmx.NG_047663.1	cmx.NG_047664.1	cmx.NG_047665.1
cphA1+	cphA1.NG_047667.1	cphA1.NG_047668.1	cphA1.NG_047669.1	cphA1.NG_047670.1	cphA1.NG_047671.1	cphA2.NG_050396.1	cphA3.NG_047666.1	cphA4.NG_050397.1	cphA5.NG_050398.1	cphA6.NG_050399.1	cphA7.NG_050400.1	cphA8.NG_050401.1	imiH.NG_050414.1	imiS.NG_050415.1
cpt	cpt.NG_047672.1
cpt_1	cpt.NG_051909.1
crpP	crpP.NG_062203.1
dfr7	dfr7.NG_047674.1
dfrA	dfrA.NG_047675.1
dfrA-	dfrA13.NG_047693.1	dfrA21.NG_047715.1	dfrA22.NG_047716.1	dfrA22.NG_047717.1	dfrA22.NG_047718.1	dfrA22.NG_052264.1	dfrA22.NG_052409.1
dfrA-_1	dfrA17.NG_047709.1	dfrA17.NG_047710.1	dfrA17.NG_047711.1	dfrA17.NG_047712.1	dfrA17.NG_047713.1	dfrA17.NG_052147.1	dfrA17.NG_052149.1	dfrA17.NG_052153.1	dfrA17.NG_052158.1	dfrA17.NG_052272.1	dfrA17.NG_065415.1	dfrA17.NG_065416.1	dfrA17.NG_065417.1	dfrA32.NG_047729.1	dfrA7.NG_047737.1	dfrA7.NG_047739.1	dfrA7.NG_047740.1	dfrA7.NG_051897.1
dfrA-_2	dfrA30.NG_047727.1	dfrA5.NG_047732.1	dfrA5.NG_051699.1	dfrA5.NG_052171.1	dfrA5.NG_052524.1
dfrA-_3	dfrA31.NG_047728.1	dfrA6.NG_047734.1	dfrA6.NG_047735.1
dfrA1	dfrA1.NG_047676.1	dfrA1.NG_047677.1	dfrA1.NG_047678.1	dfrA1.NG_047679.1	dfrA1.NG_047680.1	dfrA1.NG_047681.1	dfrA1.NG_047682.1	dfrA1.NG_047683.1	dfrA1.NG_047684.1	dfrA1.NG_047685.1	dfrA1.NG_052135.1	dfrA1.NG_052351.1	dfrA1.NG_052353.1	dfrA1.NG_052370.1	dfrA1.NG_052492.1	dfrA1.NG_052522.1	dfrA1.NG_065413.1
dfrA10	dfrA10.NG_047686.1
dfrA12	dfrA12.NG_047687.1	dfrA12.NG_047688.1	dfrA12.NG_047689.1	dfrA12.NG_047690.1	dfrA12.NG_047691.1	dfrA12.NG_047692.1	dfrA12.NG_051893.1	dfrA12.NG_052141.1	dfrA12.NG_052186.1	dfrA12.NG_052329.1	dfrA12.NG_052518.1	dfrA12.NG_065414.1
dfrA14	dfrA14.NG_047694.1	dfrA14.NG_047695.1	dfrA14.NG_047696.1	dfrA14.NG_047699.2	dfrA14.NG_056035.1
dfrA15	dfrA15.NG_047701.1	dfrA15.NG_047702.1	dfrA15.NG_047703.1	dfrA15.NG_047704.1
dfrA16	dfrA16.NG_047705.1	dfrA16.NG_047706.1	dfrA16.NG_047707.1	dfrA16.NG_047708.1
dfrA18	dfrA18.NG_047673.1
dfrA19	dfrA19.NG_050402.1	dfrA19.NG_050403.1
dfrA2-	dfrA25.NG_047721.1	dfrA29.NG_065841.1
dfrA2-_1	dfrA27.NG_047723.1	dfrA28.NG_047724.1
dfrA20	dfrA20.NG_047714.1
dfrA23	dfrA23.NG_047719.1
dfrA24	dfrA24.NG_047720.1
dfrA26	dfrA26.NG_047722.1
dfrA3	dfrA3.NG_047726.1
dfrA34	dfrA34.NG_062229.1
dfrA35	dfrA35.NG_064658.1
dfrA36	dfrA36.NG_065842.1
dfrA37	dfrA37.NG_070720.1
dfrA38	dfrA38.NG_071175.1
dfrA39	dfrA39.NG_070722.1
dfrA3b	dfrA3b.NG_047730.1
dfrA42	dfrA42.NG_071176.1
dfrA43	dfrA43.NG_070721.1
dfrA7	dfrA7.NG_047738.1
dfrA8	dfrA8.NG_047741.1
dfrA9	dfrA9.NG_047742.1
dfrB-	dfrB1.NG_047743.1	dfrB1.NG_047744.1	dfrB5.NG_047758.1	dfrB6.NG_047750.1	dfrB8.NG_047751.1
dfrB2	dfrB2.NG_047746.1	dfrB2.NG_051851.1
dfrB3	dfrB3.NG_047747.1
dfrB4	dfrB4.NG_047748.1	dfrB4.NG_047749.1	dfrB4.NG_052386.1
dfrB9	dfrB9.NG_052167.1
dfrC	dfrC.NG_047752.1
dfrD	dfrD.NG_047754.1
dfrE	dfrE.NG_055770.1
dfrF	dfrF.NG_047755.1
dfrG	dfrG.NG_047756.1
dfrI	dfrI.NG_047757.1
dfrK	dfrK.NG_047759.1	dfrK.NG_047760.1	dfrK.NG_047761.1
eat_A_	eat_A_.NG_047762.1
emtA	emtA.NG_055266.1
ere_A-	ere_A2_.NG_050404.1	ere_A_.NG_047763.1	ere_A_.NG_047764.1	ere_A_.NG_047765.1	ere_A_.NG_047766.1	ere_A_.NG_047767.1	ere_A_.NG_047770.1	ere_A_.NG_052184.1	ere_A_.NG_052426.1
ere_B_	ere_B_.NG_047768.1	ere_B_.NG_047769.1
ere_D_	ere_D_.NG_047771.1
erm_30_	erm_30_.NG_047772.1
erm_31_	erm_31_.NG_047773.1
erm_32_	erm_32_.NG_047774.1	erm_32_.NG_047775.1
erm_33_	erm_33_.NG_047776.1
erm_34_	erm_34_.NG_047777.1
erm_35_	erm_35_.NG_047778.1
erm_36_	erm_36_.NG_047779.1
erm_37_	erm_37_.NG_047780.1
erm_38_	erm_38_.NG_047781.1
erm_39_	erm_39_.NG_047782.1
erm_40_	erm_40_.NG_047783.1
erm_42_	erm_42_.NG_047784.2	erm_42_.NG_047785.1
erm_43_	erm_43_.NG_047786.1
erm_44_	erm_44_.NG_047787.1
erm_44_v	erm_44_v.NG_055651.2
erm_45_	erm_45_.NG_047788.1
erm_46_	erm_46_.NG_054941.1
erm_47_	erm_47_.NG_054944.1
erm_48_	erm_48_.NG_054962.1
erm_49_	erm_49_.NG_065843.1
erm_A_	erm_A_.NG_047789.1	erm_A_.NG_047791.1
erm_A__1	erm_A_.NG_047790.1
erm_B_	erm_B_.NG_047793.1	erm_B_.NG_047794.1	erm_B_.NG_047795.1	erm_B_.NG_047796.1	erm_B_.NG_047797.1	erm_B_.NG_047798.1	erm_B_.NG_047800.1	erm_B_.NG_047801.1	erm_B_.NG_047802.1	erm_B_.NG_047803.1	erm_B_.NG_047804.1	erm_B_.NG_047842.1	erm_B_.NG_056191.1
erm_C_	erm_C_.NG_047805.1	erm_C_.NG_047806.1	erm_C_.NG_047807.1	erm_C_.NG_047808.1	erm_C_.NG_047809.1	erm_C_.NG_047810.1	erm_C_.NG_047811.1	erm_C_.NG_047812.1	erm_C_.NG_047813.1	erm_C_.NG_047814.1	erm_C_.NG_047815.1	erm_C_.NG_047816.1	erm_C_.NG_047817.1	erm_C_.NG_055985.1	erm_C_.NG_055988.1
erm_D_	erm_D_.NG_047818.1	erm_D_.NG_047819.1	erm_D_.NG_047820.1
erm_E_	erm_E_.NG_047822.1
erm_E__1	erm_E_.NG_047821.1
erm_F_	erm_F_.NG_047823.1	erm_F_.NG_047824.1	erm_F_.NG_047825.1	erm_F_.NG_047826.1
erm_G_	erm_G_.NG_047827.1	erm_G_.NG_047828.1	erm_G_.NG_047829.1
erm_H_	erm_H_.NG_047830.1
erm_K_	erm_K_.NG_047831.1
erm_N_	erm_N_.NG_047832.1
erm_O_	erm_O_.NG_047833.1
erm_O__1	erm_O_.NG_047834.1
erm_Q_	erm_Q_.NG_047835.1
erm_R_	erm_R_.NG_051866.1
erm_S_	erm_S_.NG_047837.1
erm_T_	erm_T_.NG_047840.1
erm_T__1	erm_T_.NG_047838.1	erm_T_.NG_047839.1	erm_T_.NG_047841.1
erm_U_	erm_U_.NG_047843.1	erm_U_.NG_047844.1
erm_V_	erm_V_.NG_047845.1
erm_W_	erm_W_.NG_047846.1
erm_X_	erm_X_.NG_047847.1	erm_X_.NG_047848.1	erm_X_.NG_047849.1	erm_X_.NG_047850.1	erm_X_.NG_047851.1	erm_X_.NG_047852.1	erm_X_.NG_047853.1	erm_X_.NG_047854.1
erm_Y_	erm_Y_.NG_047855.1
erm_Z_	erm_Z_.NG_047856.1
estDL136	estDL136.NG_050583.1
fexA	fexA.NG_047857.1	fexA.NG_047858.1	fexA.NG_047859.1
floR	floR.NG_047860.1	floR.NG_047861.1	floR.NG_047862.1	floR.NG_047863.1	floR.NG_047864.1	floR.NG_047865.1	floR.NG_047866.1	floR.NG_047867.1	floR.NG_047868.1	floR.NG_047869.1	floR.NG_047870.1	floR.NG_047871.1	floR.NG_047872.1	floR.NG_047873.1	floR.NG_047874.1	floR.NG_047876.1	floR.NG_047877.1	floR.NG_047878.1
floR2	floR2.NG_047875.1
fomA	fomA.NG_047879.1
fomB	fomB.NG_047880.1
fos	fos.NG_051888.1
fosA	fosA.NG_047885.1
fosA-	fosA.NG_050405.1	fosA2.NG_050406.1
fosA-_1	fosA.NG_047881.1	fosA.NG_047882.1	fosA.NG_047884.1	fosA5.NG_050409.1	fosA6.NG_051497.1
fosA-_2	fosA3.NG_050407.1	fosA4.NG_050408.1
fosA7	fosA7.2.NG_067228.1	fosA7.3.NG_067229.1	fosA7.4.NG_067230.1	fosA7.5.NG_067231.1	fosA7.6.NG_067232.1	fosA7.7.NG_067233.1	fosA7.8.NG_067234.1	fosA7.NG_054942.1
fosA8	fosA8.NG_066545.1
fosA_1	fosA.NG_047883.1
fosB	fosB.NG_047888.1	fosB.NG_047889.1
fosB-	fosB.NG_050410.1	fosB1.NG_047886.1	fosB3.NG_050412.1	fosB4.NG_054661.1	fosB5.NG_054663.1	fosB6.NG_054662.1
fosB-_1	fosB.NG_055636.1	fosBx1.NG_050591.1
fosB2	fosB2.NG_050411.1
fosB_1	fosB.NG_065844.1
fosB_2	fosB.NG_047887.1
fosC	fosC.NG_047890.1
fosC2	fosC2.NG_047891.1
fosD	fosD.NG_047892.1
fosE	fosE.NG_047893.1
fosF	fosF.NG_047894.1
fosG	fosG.NG_047895.1
fosH	fosH.NG_047896.1
fosI	fosI.NG_047897.1
fosK	fosK.NG_047898.1
fosL-	fosL1.NG_070760.1	fosL2.NG_070761.1
fosX	fosX.NG_050584.1
fosX_1	fosX.NG_047899.1	fosX.NG_055654.1
fos_1	fos.NG_050560.1
fos_2	fos.NG_050598.1
fusB	fusB.NG_047900.1	fusB.NG_047902.1
fusC	fusC.NG_050413.1
fusD	fusD.NG_050585.1
fusF	fusF.NG_047903.1	fusF.NG_047904.1
fusH	fusH.NG_047906.1
gar	gar.NG_070890.1	gar.NG_070891.1
grdA	grdA.NG_070892.1
grm	grm.NG_047907.1
hugA	hugA.NG_047908.1	hugA.NG_047909.1	hugA.NG_047910.1
iri	iri.NG_047911.1
kamB	kamB.NG_050561.1
kamB_1	kamB.NG_050562.1
lin	lin.NG_050599.1
lnu_AN2_	lnu_AN2_.NG_047920.1
lnu_A_-	lnu_A_.NG_047913.1	lnu_A_.NG_047914.1	lnu_A_.NG_047915.1	lnu_A_.NG_047916.1	lnu_A_.NG_047917.1	lnu_A_.NG_047918.1	lnu_A_.NG_047919.1	lnu_A__.NG_050416.1
lnu_B_	lnu_B_.NG_047921.1	lnu_B_.NG_047923.1
lnu_C_	lnu_C_.NG_047924.1
lnu_D_	lnu_D_.NG_047925.1
lnu_F_	lnu_F_.NG_047927.1	lnu_F_.NG_047928.1	lnu_F_.NG_051883.1	lnu_F_.NG_051889.1	lnu_F_.NG_051892.1	lnu_F_.NG_052332.1
lnu_G_	lnu_G_.NG_051760.1
lnu_P_	lnu_P_.NG_047929.1
lsa_A_	lsa_A_.NG_047930.1	lsa_A_.NG_047931.1	lsa_A_.NG_047932.1	lsa_A_.NG_055640.1
lsa_B_	lsa_B_.NG_047933.1
lsa_C_	lsa_C_.NG_047934.1
lsa_D_	lsa_D_.NG_071178.1
lsa_E_	lsa_E_.NG_047935.1
